,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
164,1,0,4.730853698305452,-0.2111167437132928,5.8499361911873935,3.271681584604547,-0.21561391847494404,-0.11912879824988001,-0.11118182836122731,-0.21141271148424054,-0.22112565970436987,-0.10002332102987146,-0.12162494543158678,-0.20090528031127303,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
165,1,0,2.4174778067135443,-0.2111167437132928,1.520347463776588,4.542323740865723,-0.21558801840032488,-0.11912879824988001,-0.11161679845348015,-0.21141271148424054,-0.22110081090992664,-0.10002332102987146,0.05797881647267879,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
166,0,0,3.3428281633503074,-0.2111167437132928,1.9866094676653134,3.271681584604547,-0.21561391847494404,-0.11912879824988001,-0.11154430343810467,-0.21129310551760572,-0.22107596211548344,-0.10002332102987146,0.019826961459474553,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
167,1,0,2.7876179493682494,-0.2111167437132928,2.21782527840625,2.6363605064739595,-0.21551031817646743,-0.11912879824988001,-0.11139931340735373,-0.21141271148424054,-0.22107596211548344,1.0159702853964454,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
168,1,0,2.880152985031926,-0.2111167437132928,2.1317098035834077,3.271681584604547,-0.21561391847494404,-0.11897923476248429,-0.11154430343810467,-0.21138879029091356,-0.22107596211548344,0.681409901787278,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
169,1,0,3.0652230563592786,-0.21119044071176885,3.4949928636919965,4.542323740865723,-0.21558801840032488,-0.11912879824988001,-0.11205176854573297,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
170,1,0,4.5457836269781,-0.21116587504561019,2.7429358847275336,3.271681584604547,-0.21561391847494404,-0.11912879824988001,-0.11110933334585184,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
171,0,0,3.6204332703413367,-0.21116587504561019,2.9315481535993633,2.0010394283433715,-0.2155362182510866,-0.11912879824988001,-0.11205176854573297,-0.21129310551760572,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.20132190858420446,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
172,1,0,2.602547878040897,-0.21106761238097546,4.924361375207355,2.6363605064739595,-0.21551031817646743,-0.11912879824988001,-0.11139931340735373,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,0.019826961459474553,-0.20090528031127303,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
173,1,0,3.6204332703413367,-0.21116587504561019,2.6092661366243557,0.09507619395160777,-0.21566571862418235,-0.11927836173727574,-0.11125432337660278,-0.2113170267109327,-0.22107596211548344,0.45188246276589095,-0.12162494543158678,-0.20090528031127303,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
174,1,0,3.157758092022955,-0.21106761238097546,3.721651579158377,2.6363605064739595,-0.21551031817646743,-0.11912879824988001,-0.11183428349960656,-0.21141271148424054,-0.22110081090992664,0.4420774071183754,-0.12162494543158678,-0.20090528031127303,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
175,1,0,4.823388733969129,-0.2111167437132928,3.0402977062808816,4.542323740865723,-0.21558801840032488,-0.11912879824988001,-0.11190677851498203,-0.21141271148424054,-0.22112565970436987,0.4710468897133077,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
176,1,0,4.638318662641776,-0.2111167437132928,2.6196974942461804,1.0480578111474896,-0.21576931892265896,-0.11912879824988001,-0.11190677851498203,-0.21141271148424054,-0.22110081090992664,0.28460227096130725,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
177,0,0,2.880152985031926,-0.2111167437132928,2.343894821101364,2.3186999674086652,-0.21556211832570574,-0.11912879824988001,-0.11183428349960656,-0.21129310551760572,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
178,1,0,5.378598947951187,-0.2111167437132928,2.2883012867220605,1.6833788892780774,-0.21571751877342066,-0.11927836173727574,-0.11168929346885562,-0.21138879029091356,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
179,1,0,3.8980383773323655,-0.21119044071176885,0.8888188418910009,4.542323740865723,-0.21558801840032488,-0.11912879824988001,-0.11205176854573297,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
180,1,0,4.915923769632805,-0.21119044071176885,3.8552153483016807,2.6363605064739595,-0.21551031817646743,-0.11912879824988001,-0.11183428349960656,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
181,1,0,4.730853698305452,-0.21104304671481677,1.4653141038994726,2.6363605064739595,-0.21551031817646743,-0.11912879824988001,-0.11183428349960656,-0.21141271148424054,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.2011830324932273,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
182,0,0,3.3428281633503074,-0.2111167437132928,2.791867884486223,4.542323740865723,-0.21558801840032488,-0.11912879824988001,-0.11183428349960656,-0.21129310551760572,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.20132190858420446,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
183,1,0,4.4532485913144235,-0.21106761238097546,5.536889483572782,4.542323740865723,-0.21558801840032488,-0.11927836173727574,-0.11190677851498203,-0.21138879029091356,-0.22107596211548344,-0.10002332102987146,-0.12162494543158678,-0.20207183947548102,-0.0690717941354475,-0.22468031261440174,-0.23176764943415382,-0.06760029534878752
348,1,0,-0.26603822753306944,-0.18306275296008234,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,-1.0010299016788073,-0.053403301106976546,-0.21583813224972825,-0.006804807631696549,2.674064619971009,0.034700979008482055,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-1.3034478599126667,-0.06760029534878752
349,1,0,-0.26603822753306944,-0.21119044071176885,-0.33454171148187956,-0.22258434511368616,-0.04265322016824445,-1.1263641041164298,0.17901571818678502,-0.21141271148424054,-0.22117535729325627,0.7736665617434472,-0.03914851812234019,-0.20618257176840446,-0.0690717941354475,-0.5354493681723612,-0.23176764943415382,-0.06760029534878752
350,0,0,-0.26603822753306944,-0.2133767849998912,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,-0.07994316455219852,-0.05572314159899163,-0.6272587362801243,-0.20850247212721995,-0.29619871470478515,0.9147965973832558,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.15671131240135464,-0.06760029534878752
351,1,0,-0.26603822753306944,-0.21119044071176885,1.979448317948154,-0.22258434511368616,-0.21758232414599962,-0.13311298432138086,-0.5946510859002467,-0.21141271148424054,-0.22117535729325627,1.0072051598933633,0.044666570766317075,-0.20132190858420446,-0.0690717941354475,-0.22161431956430347,-0.23176764943415382,-0.06760029534878752
352,1,0,-0.26603822753306944,-0.20104482058823478,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,0.6442432414179305,0.05381682663334578,-0.6519454077935477,-0.210415829299347,-0.5337484719832304,1.057884646204708,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.1278898644768043,-0.06760029534878752
353,1,0,-0.26603822753306944,-0.877558700932073,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,0.011514907990290929,1.8981625128007158,0.050404749479343716,-0.2256232914985906,-0.044758461925692834,-0.8146797931275913,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.20895163595245028,-0.06760029534878752
354,1,0,-0.26603822753306944,2.3052672692509057,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,2.286225987791962,-1.4056528229056462,-0.19397416154888622,-0.306953395711212,0.10721990061079842,0.05277291033052617,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.236010871453617,-0.06760029534878752
355,0,0,-0.26603822753306944,-0.21313112833830444,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,-0.09190824354385699,-0.040426693354767146,-0.7969317605482562,-0.2080800426216854,-0.5219378367714503,1.2429174245143613,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.15149423614791632,-0.06760029534878752
356,1,0,-0.26603822753306944,-1.022053949277418,-0.34488222999524126,-0.22258434511368616,-0.2158470191465164,0.10125300042772947,3.0342318987497294,0.43264149765084786,-0.23041910882612984,0.03093359644414323,-1.1585670788606448,-0.20229404122104447,-0.0690717941354475,-0.22468031261440174,-0.1896368603119431,-0.06760029534878752
357,1,0,-0.26603822753306944,-0.21119044071176885,2.58819146346096,-0.22258434511368616,-0.21566571862418235,-0.12234441322888823,-0.20919508914886475,-0.21141271148424054,-0.22117535729325627,0.45188246276589095,-0.09299246164974734,-0.20093305552946844,-0.0690717941354475,-0.22463125672560016,-0.23176764943415382,-0.06760029534878752
358,1,0,-0.26603822753306944,-0.21119044071176885,-0.42683424568019995,-0.22258434511368616,-0.20838779765620052,0.44337947784546394,0.3584408812410769,-0.21141271148424054,-0.22117535729325627,0.3859211793189681,-2.0907961287446897,3.311382161373467,-0.0690717941354475,-0.20265421854249585,-0.23176764943415382,-0.06760029534878752
359,1,0,-0.26603822753306944,-0.21119044071176885,-0.3447459713325469,-0.22258434511368616,-0.2156916186988015,0.4556436838119139,-0.11596649937600843,-0.21141271148424054,-0.22117535729325627,-0.03651330149482747,-0.34949489428238173,5.896810571876752,-0.0690717941354475,-0.22372372278277108,-0.23176764943415382,-0.06760029534878752
