,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0,1.0,1.0,1.082686786553269,-0.2504037698626199,-0.18343662534149216,-0.0577998780379368,-0.207147528428241,-0.5225600848741555,-0.503978541441294,3.1532359327742308,-0.21213724978831913,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
1,1.0,1.0,1.082686786553269,-0.2504037698626199,-0.18343662534149216,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.503978541441294,0.7152553031241209,-0.19854392497882786,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
2,1.0,1.0,1.082686786553269,-0.2504037698626199,-0.18343662534149216,-0.0577998780379368,-0.2299991340396592,-0.5285401860743588,-0.503978541441294,1.0593251500505478,-0.19854392497882786,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
3,1.0,1.0,1.8430205540577895,-0.2378141590616119,-0.18343662534149216,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.503978541441294,1.47220896636226,-0.21213724978831913,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
4,0.0,1.0,0.974067676909766,-0.2378141590616119,-0.22338886590128532,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.5009025719855721,3.310525005654883,-0.22573057459781037,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
5,0.0,1.0,0.974067676909766,-0.2378141590616119,-0.22338886590128532,-0.0577998780379368,-0.207147528428241,-0.5225600848741555,-0.503978541441294,0.8381373913121305,-0.22573057459781037,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
6,0.0,1.0,0.974067676909766,-0.2378141590616119,-0.22338886590128532,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.503978541441294,1.137969686490874,-0.21213724978831913,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6853253796716143
7,0.0,1.0,1.4085441154837777,-0.2504037698626199,-0.18343662534149216,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.503978541441294,2.4306892542287346,-0.18495060016933662,1.3451080755770546,-0.5246734846740568,-0.23348582435481327,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6553759578279603
8,0.0,1.0,1.191305896196772,-0.17486610505657182,-0.18343662534149216,-0.0577998780379368,-0.2299991340396592,-0.5285401860743588,-0.503978541441294,1.4574631157796987,-0.22573057459781037,1.3451080755770546,-0.527667599191053,-0.22163898485449998,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6553759578279603
9,0.0,1.0,1.788710999236038,-0.2504037698626199,-0.22338886590128532,-0.0577998780379368,-0.207147528428241,-0.5285401860743588,-0.503978541441294,1.7228884262657995,-0.21213724978831913,1.3451080755770546,-0.5246734846740568,-0.23348582435481327,-0.7163086402242552,0.6280462098048595,-0.6843530715488713,0.6553759578279603
