,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0,1,1,8.440057223039299,-0.21557787010481724,2.1569641073311967,9.229301354463642,-0.23341556226180207,-0.08335611674290316,-0.1387568421046303,-0.22533957579115227,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22883889866551435,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
1,0,1,12.587616696438664,-0.21565315498990106,3.1487458212745447,4.562238824213536,-0.23368557388101863,-0.08335611674290316,-0.13896565829916765,-0.22522668575120494,-0.23348844870019522,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
2,0,1,10.513836959738981,-0.215527680181428,4.1242953958489865,5.4956513302635575,-0.2336630729127506,-0.08335611674290316,-0.13840881511373473,-0.22522668575120494,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
3,0,1,6.884722420514536,-0.21565315498990106,2.71758337209454,8.295888848413622,-0.23348306516660622,-0.08321402606161094,-0.13938329068824235,-0.22529441977517334,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
4,0,1,6.6254999534270755,-0.21565315498990106,2.71758337209454,8.295888848413622,-0.23348306516660622,-0.08321402606161094,-0.13938329068824235,-0.22529441977517334,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
5,1,1,6.6254999534270755,-0.21565315498990106,3.107234776821879,10.162713860513664,-0.2335730690396784,-0.08321402606161094,-0.13924407989188411,-0.22529441977517334,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
6,1,1,9.476947091389139,-0.21565315498990106,2.199876199571561,10.162713860513664,-0.2335730690396784,-0.08321402606161094,-0.13924407989188411,-0.2253169977831628,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
7,1,1,7.143944887601997,-0.21565315498990106,6.376880013942183,8.295888848413622,-0.23348306516660622,-0.08321402606161094,-0.1387568421046303,-0.2253169977831628,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
8,1,1,9.476947091389139,-0.21565315498990106,2.84912174439103,13.896363884713749,-0.23355056807141036,-0.08335611674290316,-0.13924407989188411,-0.22533957579115227,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
9,1,1,8.180834755951837,-0.21565315498990106,3.107234776821879,10.162713860513664,-0.2335730690396784,-0.08335611674290316,-0.13861763130827207,-0.22533957579115227,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22905708186057191,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
10,1,1,9.21772462430168,-0.21557787010481724,2.513090439995751,7.3624763423636,-0.2335280671031423,-0.08335611674290316,-0.13854802591009296,-0.22533957579115227,-0.23355816288625544,-0.14223619591430875,-0.08987256615166157,-0.22912253681908917,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
11,1,1,4.8109426838148535,-0.21565315498990106,5.320670116733102,12.029538872613706,-0.23375307678582277,-0.08321402606161094,-0.13910486909552588,-0.2253169977831628,-0.23348844870019522,-0.14223619591430875,-0.08987256615166157,-0.22914435513859494,-0.06361213934410516,-0.2299902585971316,-0.21181350230048074,-0.04381297936730542
