,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
131,1.0,0.0,0.6603839762195731,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.13690049711041088,-0.3932239417946963,-0.4335000959984543,-0.019404849385120347,-0.17382880769336284,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
132,1.0,0.0,0.9810413471438046,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.07508103069100522,-0.19315087196533637,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
133,0.0,0.0,1.118465934682761,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,-0.06712729050445024,-0.17382880769336284,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
134,1.0,0.0,1.118465934682761,-0.02294203173910594,-0.13132054130215845,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,0.23511483658463905,-0.19315087196533637,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
135,1.0,0.0,1.0268495429901234,-0.21463121502479807,-0.09366962680047256,-0.10325759592330275,-0.13690049711041088,-0.3932239417946963,-0.4335000959984543,0.6765474169384406,-0.09654055060546873,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
136,1.0,0.0,1.2558905222217174,-0.04211095006767516,-0.13132054130215845,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,0.11978560387959182,-0.17382880769336284,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
137,1.0,0.0,0.9352331512974859,-0.04211095006767516,-0.08111932196657726,0.42999285488167854,-0.13690049711041088,-0.3932239417946963,-0.4335000959984543,-0.13473408209016757,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
138,1.0,0.0,0.7520003679122107,-0.04211095006767516,-0.13132054130215845,0.42999285488167854,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,-0.14268782227672255,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
139,1.0,0.0,0.7061921720658919,-0.21463121502479807,-0.09366962680047256,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,0.23909170667791654,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
140,1.0,0.0,0.5687675845269355,-0.21463121502479807,-0.09366962680047256,0.42999285488167854,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.26994766526160224,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
141,0.0,0.0,1.0726577388364422,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,1.165702438411572,-0.19315087196533637,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
142,1.0,0.0,1.2100823263753986,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.0392891998515078,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
143,1.0,0.0,1.2100823263753986,-0.19546229669622886,-0.16897145580384434,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,-0.17847965311621997,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
144,0.0,0.0,0.8436167596048483,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,-0.019404849385120347,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
145,0.0,0.0,0.8436167596048483,-0.04211095006767516,-0.10621993163436785,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.14268782227672255,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
146,0.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.17203885512118017,-0.40055936666456377,-0.4335000959984543,-0.2500633147952148,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
147,1.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.23813270451538235,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
148,1.0,0.0,1.2100823263753986,-0.19546229669622886,-0.16897145580384434,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,0.5572413141401159,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
149,1.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.2102946138624399,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
150,1.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.17203885512118017,-0.3932239417946963,-0.4335000959984543,0.01638698145437707,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
151,1.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,0.7600616888972679,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
152,0.0,0.0,0.43134299698797923,-0.04211095006767516,-0.09366962680047256,0.42999285488167854,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,-0.19438713348932993,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
153,1.0,0.0,0.5229593886806168,-0.04211095006767516,-0.09366962680047256,-0.10325759592330275,-0.13690049711041088,-0.40055936666456377,-0.4335000959984543,1.094118776732577,-0.2124729362373099,0.8568519717233766,-0.41823158598603005,-0.20775343086932954,0.5085931257911402,0.5601247453539511,-0.41460166675753035,1.0839638594893517
